SMILES,pIC50,weight,logp,h_bond_donor,h_bond_acceptors,rotatable_bonds,atoms,heavy_atoms,molar_refractivity,topological_polar_surface_area,formal_charge,rings
O=C(C[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(C(F)(F)F)cc3)c3c(F)ccc(F)c3OC[C@H]2C1)NCC(F)(F)F,7.602059991327962,571.106354912,5.530100000000004,1.0,4.0,5.0,38.0,38.0,116.67350000000006,72.47,0.0,4.0
CCS(=O)(=O)CC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12,8.0,518.0800000199999,4.920900000000005,0.0,5.0,6.0,33.0,33.0,121.94460000000008,77.51,0.0,4.0
O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@H]2C1)C(F)(F)F,7.568636235841013,545.0156834239999,4.287700000000004,1.0,5.0,4.0,34.0,34.0,111.40830000000005,89.54,0.0,4.0
O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@]2(O)C1)C1CC1,7.5376020021010435,533.054513544,3.0452000000000012,2.0,6.0,5.0,34.0,34.0,119.83510000000004,109.77000000000001,0.0,5.0
O=S(=O)(NC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(C(F)(F)F)cc3)c3c(F)ccc(F)c3OC[C@@H]12)C(F)(F)F,7.267606240177032,593.057690468,4.900700000000003,1.0,5.0,5.0,38.0,38.0,115.96930000000005,89.54,0.0,4.0
O=C(/C=C/c1ccc(O)c(OC(F)(F)F)c1)CC(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.6777807052660805,476.06945748799995,5.149900000000004,2.0,6.0,8.0,33.0,33.0,102.2786,93.06,0.0,2.0
COC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.356547323513812,562.10623692,5.329200000000004,2.0,8.0,11.0,39.0,39.0,122.4016,119.36000000000001,0.0,2.0
COC(=O)CC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.2839966563652006,548.0905868560001,4.939100000000003,2.0,8.0,10.0,38.0,38.0,117.78460000000001,119.36000000000001,0.0,2.0
COC(=O)CCCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.508638306165727,576.1218869840001,5.719300000000005,2.0,8.0,12.0,40.0,40.0,127.01860000000002,119.36000000000001,0.0,2.0
CCOC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.42021640338319,576.1218869840001,5.719300000000005,2.0,8.0,12.0,40.0,40.0,127.01860000000002,119.36000000000001,0.0,2.0
CC(C)(C)OC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.187086643357144,604.153187112,6.497900000000006,2.0,8.0,11.0,42.0,42.0,136.23059999999998,119.36000000000001,0.0,2.0
O=C(O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,5.886056647693163,548.0905868560001,5.240800000000003,3.0,7.0,11.0,38.0,38.0,118.02140000000001,130.36,0.0,2.0
CCOC(=O)C(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.853871964321762,548.0905868560001,4.939100000000003,2.0,8.0,10.0,38.0,38.0,117.78460000000001,119.36000000000001,0.0,2.0
COCOCCCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.301029995663981,578.137537048,5.776700000000005,2.0,8.0,14.0,40.0,40.0,128.21360000000004,111.52000000000001,0.0,2.0
CN(C)C(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.301029995663981,575.1378713959998,5.244400000000004,2.0,7.0,11.0,40.0,40.0,129.07960000000003,113.37,0.0,2.0
O=C(/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(CCOCCO)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.154901959985743,564.1218869839998,4.775000000000004,3.0,8.0,13.0,39.0,39.0,123.67340000000002,122.52000000000001,0.0,2.0
COC(=O)COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)cc1OC,6.853871964321762,440.14711772799996,3.2161000000000017,1.0,8.0,11.0,32.0,32.0,117.86280000000002,108.36000000000001,0.0,2.0
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OCC(=O)O)c(OC)c2)ccc1O,6.508638306165727,426.1314676639999,3.1277000000000013,2.0,7.0,11.0,31.0,31.0,113.48260000000003,119.36000000000003,0.0,2.0
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(C(F)(F)F)c2)ccc1O,6.886056647693163,406.102808304,4.380100000000004,2.0,5.0,7.0,29.0,29.0,100.46660000000001,83.83000000000001,0.0,2.0
CNc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(NC)c(C(F)(F)F)c2)cc1C(F)(F)F,5.236572006437063,470.1428972,6.0625000000000036,2.0,4.0,8.0,33.0,33.0,114.68040000000003,58.2,0.0,2.0
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cncc(C(F)(F)F)c2)ccc1O,7.0,391.103142652,4.069500000000003,1.0,5.0,7.0,28.0,28.0,96.5968,76.49000000000001,0.0,2.0
COC(=O)CCC(C(=O)/C=C/c1ccc(O)c(C(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(C(F)(F)F)c1,6.443697499232712,530.11640768,5.569600000000005,2.0,6.0,9.0,37.0,37.0,119.03960000000002,100.90000000000002,0.0,2.0
N#CCCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.522878745280337,529.096006584,5.6797800000000045,2.0,7.0,10.0,37.0,37.0,115.9986,116.85000000000002,0.0,2.0
CC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,6.494850021680094,490.0851075519999,5.395900000000005,2.0,6.0,8.0,34.0,34.0,106.82560000000001,93.06,0.0,2.0
COC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccco1,6.187086643357144,452.108287608,4.318000000000003,1.0,7.0,10.0,32.0,32.0,106.3198,103.04,0.0,2.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CCC3)cc1[C@]21N=C(C)C(N)=N1,8.698970004336019,375.2310625480001,3.954200000000003,1.0,4.0,1.0,28.0,28.0,112.47240000000006,59.97,0.0,5.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1[C@@]21N=C(C)C(N)=N1,8.795880017344075,363.23106254800007,3.810100000000003,1.0,4.0,1.0,27.0,27.0,109.96940000000005,59.97,0.0,4.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC(F)(F)F)cc1C21N=C(C)C(N)=N1,7.251811972993799,409.1977117320001,4.133800000000003,1.0,5.0,4.0,29.0,29.0,104.42040000000004,69.2,0.0,4.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC(F)(F)F)cc1[C@@]21N=C(C)C(N)=N1,9.154901959985745,409.1977117320001,4.133800000000003,1.0,5.0,4.0,29.0,29.0,104.42040000000004,69.2,0.0,4.0
CC1=N[C@]2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1C[C@]21CC[C@@H](O)CC1,8.795880017344075,418.156039036,4.340580000000003,2.0,5.0,1.0,30.0,30.0,118.62420000000002,94.76,0.0,5.0
CC[C@@H](C)Oc1ccc2c(c1)C1(N=C(C)C(N)=N1)[C@]1(CC[C@H](OC)CC1)C2,7.795880017344075,369.241627232,3.9799000000000024,1.0,5.0,4.0,27.0,27.0,108.63440000000004,69.2,0.0,4.0
CC1=NC2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](O)CC1,8.619788758288394,361.07897435999996,2.9110000000000014,2.0,4.0,0.0,22.0,22.0,91.16320000000003,70.97,0.0,4.0
CC1=N[C@@]2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](O)CC1,7.017728766960431,361.07897435999996,2.9110000000000014,2.0,4.0,0.0,22.0,22.0,91.16320000000003,70.97,0.0,4.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CCC3)cc1[C@@]21N=C(C)C(N)=N1,8.67778070526608,375.2310625480001,3.954200000000003,1.0,4.0,1.0,28.0,28.0,112.47240000000006,59.97,0.0,5.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1C21N=C(C)C(N)=N1,6.168770306132936,363.23106254800007,3.810100000000003,1.0,4.0,1.0,27.0,27.0,109.96940000000005,59.97,0.0,4.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1[C@]21N=C(C)C(N)=N1,9.154901959985745,363.23106254800007,3.810100000000003,1.0,4.0,1.0,27.0,27.0,109.96940000000005,59.97,0.0,4.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC(F)(F)F)cc1C21N=C(C)C(N)=N1,9.221848749616356,409.1977117320001,4.133800000000003,1.0,5.0,4.0,29.0,29.0,104.42040000000004,69.2,0.0,4.0
CC1=N[C@]2(N=C1N)c1cc(OCCCF)ccc1C[C@]21CC[C@@H](OC(F)F)CC1,8.795880017344075,409.19771173199996,4.1338000000000035,1.0,5.0,6.0,29.0,29.0,104.42040000000004,69.2,0.0,4.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)F)cc1C21N=C(C)C(N)=N1,8.602059991327963,373.2165553560001,3.5394000000000014,1.0,5.0,4.0,27.0,27.0,104.31840000000005,69.2,0.0,4.0
CC1=N[C@@]2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1C[C@]21CC[C@@H](O)CC1,6.665546248849069,418.156039036,4.340580000000003,2.0,5.0,1.0,30.0,30.0,118.62420000000002,94.76,0.0,5.0
CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](O)CC2)C3)c1,9.0,398.21066145199995,3.581900000000002,2.0,5.0,1.0,30.0,30.0,119.24620000000004,83.86,0.0,5.0
[C-]#[N+]c1cc(Cl)cc(-c2cc3c(cc2C)C[C@]2(CC[C@@H](OC)CC2)C32N=C(C)C(N)=N2)c1,7.920818753952375,446.1873391640001,5.9822100000000065,1.0,4.0,2.0,32.0,32.0,129.69840000000002,64.33,0.0,5.0
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,8.769551078621726,450.16226728800007,5.133780000000006,1.0,5.0,2.0,32.0,32.0,123.37240000000003,83.75999999999999,0.0,5.0
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1[C@]21N=C(C)C(N)=N1,6.006123085058789,450.16226728800007,5.133780000000006,1.0,5.0,2.0,32.0,32.0,123.37240000000003,83.75999999999999,0.0,5.0
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(F)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,8.318758762624412,434.1918178280001,4.619480000000006,1.0,5.0,2.0,32.0,32.0,118.32040000000002,83.75999999999999,0.0,5.0
CC#Cc1cncc(-c2cc3c(cc2C)C[C@]2(CC[C@@H](OC)CC2)C32N=C(C)C(N)=N2)c1,7.769551078621726,426.24196158000007,4.544420000000003,1.0,5.0,2.0,32.0,32.0,128.77340000000004,72.86,0.0,5.0
COC1CCC2(CC1)Cc1cc(F)c(Br)cc1C21N=C(C)C(N)=N1,6.7544873321858505,393.0852026120001,3.704200000000002,1.0,4.0,1.0,24.0,24.0,95.91140000000003,59.97,0.0,4.0
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,9.096910013008056,450.16226728800007,5.133780000000006,1.0,5.0,2.0,32.0,32.0,123.37240000000003,83.75999999999999,0.0,5.0
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cncc(Cl)c3)cc1C21N=C(C)C(N)=N1,8.522878745280337,426.16226728800007,4.657100000000004,1.0,5.0,2.0,30.0,30.0,116.45240000000004,72.86,0.0,5.0
CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(F)cc(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,8.130768280269024,434.1918178280001,4.619480000000006,1.0,5.0,2.0,32.0,32.0,118.32040000000002,83.75999999999999,0.0,5.0
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,7.638272163982407,358.159374828,4.075280000000003,1.0,4.0,1.0,27.0,27.0,102.94840000000003,74.53,0.0,5.0
CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(F)c3)ccc1CCC21CC1,6.928117992693875,351.15470404800004,4.3427000000000024,1.0,3.0,1.0,26.0,26.0,98.19140000000003,50.739999999999995,0.0,5.0
CC1=NC2(N=C1N)c1cc(-c3cncc(Cl)c3)ccc1CCC21CC1,7.958607314841775,350.129824288,4.112900000000002,1.0,4.0,1.0,25.0,25.0,101.08040000000004,63.629999999999995,0.0,5.0
CO[C@H]1CC[C@@]2(CCc3ccc(Br)cc3C23N=C(C)C(N)=N3)CC1,7.107905397309519,389.1102744880001,3.9552000000000023,1.0,4.0,1.0,24.0,24.0,100.57040000000005,59.97,0.0,4.0
COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@@H](OC)CC2)c1,9.0,442.2368762,4.739980000000004,1.0,6.0,3.0,33.0,33.0,129.57340000000002,92.99,0.0,5.0
COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1,7.096910013008056,442.2368762,4.739980000000004,1.0,6.0,3.0,33.0,33.0,129.57340000000002,92.99,0.0,5.0
CO[C@H]1CC[C@@]2(CCc3ccc(-c4cncc(Cl)c4)cc3C23N=C(C)C(N)=N3)CC1,8.602059991327963,422.1873391640001,4.908100000000005,1.0,5.0,2.0,30.0,30.0,121.11140000000006,72.86,0.0,5.0
CO[C@H]1CC[C@]2(CCc3ccc(-c4cncc(Cl)c4)cc3C23N=C(C)C(N)=N3)CC1,7.721246399047171,422.1873391640001,4.908100000000005,1.0,5.0,2.0,30.0,30.0,121.11140000000006,72.86,0.0,5.0
CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1,7.091514981121351,426.24196157999995,4.626100000000004,1.0,5.0,2.0,32.0,32.0,128.65340000000003,72.86,0.0,5.0
CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@@H](OC)CC2)c1,8.619788758288394,426.24196157999995,4.626100000000004,1.0,5.0,2.0,32.0,32.0,128.65340000000003,72.86,0.0,5.0
CC1=NC2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1CCC21CC1,7.795880017344075,374.129824288,4.589580000000003,1.0,4.0,1.0,27.0,27.0,108.00040000000003,74.53,0.0,5.0
COC1CCC2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,8.508638306165727,446.1873391640001,5.384780000000006,1.0,5.0,2.0,32.0,32.0,128.03140000000005,83.75999999999999,0.0,5.0
CO[C@H]1CC[C@@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,7.036212172654444,446.1873391640001,5.384780000000006,1.0,5.0,2.0,32.0,32.0,128.03140000000005,83.75999999999999,0.0,5.0
CO[C@H]1CC[C@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,8.346787486224656,446.1873391640001,5.384780000000006,1.0,5.0,2.0,32.0,32.0,128.03140000000005,83.75999999999999,0.0,5.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3(C)CC3)cc1C21N=C(C)C(N)=N1,8.55284196865778,381.2416272320001,3.9815000000000023,1.0,5.0,4.0,28.0,28.0,111.08940000000007,69.2,0.0,5.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC(F)(F)C3)cc1C21N=C(C)C(N)=N1,8.075720713938118,417.2227836080001,4.226700000000003,1.0,5.0,4.0,30.0,30.0,111.41940000000005,69.2,0.0,5.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(C)C(N)=N1,8.795880017344075,367.2259771680001,3.591400000000002,1.0,5.0,4.0,27.0,27.0,106.47240000000006,69.2,0.0,5.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1[C@@]21N=C(C)C(N)=N1,9.045757490560677,367.2259771680001,3.591400000000002,1.0,5.0,4.0,27.0,27.0,106.47240000000006,69.2,0.0,5.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3(F)F)cc1C21N=C(C)C(N)=N1,8.638272163982407,403.2071335440001,3.8366000000000025,1.0,5.0,4.0,29.0,29.0,106.80240000000005,69.2,0.0,5.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1C21N=C(C)C(N)=N1,8.823908740944319,381.2416272320001,3.9815000000000023,1.0,5.0,4.0,28.0,28.0,111.08940000000007,69.2,0.0,5.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1[C@@]21N=C(C)C(N)=N1,8.886056647693163,381.2416272320001,3.9815000000000023,1.0,5.0,4.0,28.0,28.0,111.08940000000007,69.2,0.0,5.0
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC3CC3)cc1C21N=C(C)C(N)=N1,9.096910013008056,381.2416272320001,3.9815000000000023,1.0,5.0,5.0,28.0,28.0,111.08940000000007,69.2,0.0,5.0
O=C(Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1)c1ccc(C(F)(F)F)cc1,6.0,554.071246904,6.144500000000004,2.0,4.0,5.0,36.0,36.0,132.89969999999994,75.27000000000001,0.0,5.0
O=C(Cc1ccc(C(F)(F)F)cc1)Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1,6.096910013008056,568.0868969679999,6.073400000000004,2.0,4.0,6.0,37.0,37.0,137.28019999999995,75.27000000000001,0.0,5.0
O=C(CCc1cc(C(F)(F)F)ccc1C(F)(F)F)Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1,3.2006594505464183,650.0899316600002,7.482300000000006,2.0,4.0,7.0,42.0,42.0,146.8991999999998,75.27000000000001,0.0,5.0
O=C(CCOc1ccc(F)cc1)Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1,4.698970004336019,548.100655212,5.420100000000005,2.0,5.0,8.0,36.0,36.0,138.64419999999993,84.5,0.0,5.0
O=C(/C=C/c1ccc(F)cc1)Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1,4.075720713938118,530.0900905279999,5.664400000000004,2.0,4.0,6.0,35.0,35.0,137.56619999999995,75.27000000000001,0.0,5.0
O=C(/C=C/c1ccc(C(F)(F)F)cc1)Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1,3.6989700043360183,580.0868969679999,6.544100000000004,2.0,4.0,6.0,38.0,38.0,142.61019999999988,75.27000000000001,0.0,5.0
CN1C(=O)[C@@H](NCC(=O)Nc2ccc3c(c2)C[C@H]2CC[C@@H](C3)[C@H]2NS(=O)(=O)c2ccc(Cl)s2)N=C(c2ccccc2)c2ccccc21,3.096910013008056,687.1740742479999,5.241600000000005,3.0,7.0,8.0,47.0,47.0,185.8558999999996,119.96999999999998,0.0,7.0
CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,6.075720713938118,425.14232209600004,1.4392999999999998,3.0,9.0,5.0,30.0,30.0,99.63500000000002,150.63,0.0,3.0
Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)OCC2(F)F)n1,8.154901959985743,404.1208583800001,2.2435,2.0,7.0,3.0,29.0,29.0,95.71060000000001,126.28,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)N=C(N)OCC1(F)F,8.096910013008056,424.066235964,2.5884800000000006,2.0,7.0,3.0,29.0,29.0,95.98360000000001,126.28,0.0,3.0
CC1(C)OC(N)=N[C@](C)(c2nc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)C1(F)F,8.154901959985743,452.09753609200004,3.3670800000000005,2.0,7.0,3.0,31.0,31.0,105.19560000000001,126.28,0.0,3.0
COCC[C@]1(c2nc(NC(=O)c3ncc(C#N)cc3C)ccc2F)N=C(N)OCC1(F)F,7.309803919971486,448.14707312800005,2.2601000000000004,2.0,8.0,6.0,32.0,32.0,106.52960000000003,135.51,0.0,3.0
COCC[C@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,6.42021640338319,511.084586372,3.752200000000001,2.0,7.0,6.0,34.0,34.0,107.08960000000002,111.72,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,7.568636235841013,467.058371624,3.7356000000000016,2.0,6.0,3.0,31.0,31.0,96.27060000000002,102.49000000000001,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F,6.853871964321762,449.10349197600004,2.0593999999999997,3.0,8.0,3.0,31.0,31.0,93.46799999999999,141.4,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)OCC1(F)F,7.920818753952375,433.032014644,3.3702000000000014,2.0,6.0,3.0,28.0,28.0,96.27860000000003,102.49000000000001,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(OCC(F)(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F,6.221848749616356,479.1140566600001,1.9817,3.0,9.0,5.0,33.0,33.0,100.016,150.63,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(OCC(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F,6.356547323513812,461.12347847200004,1.6844999999999999,3.0,9.0,6.0,32.0,32.0,99.965,150.63,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(OCCCF)nc3N)ccc2F)N=C(N)OCC1(F)F,6.508638306165727,457.1485503480001,1.7790000000000001,3.0,9.0,7.0,32.0,32.0,104.55300000000003,150.63,0.0,3.0
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(C)c1,7.086186147616283,409.136174096,2.380420000000001,2.0,7.0,4.0,29.0,29.0,97.54760000000002,111.72,0.0,3.0
COCC#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)c1,6.267606240177032,448.1470731280001,1.6435,3.0,8.0,4.0,32.0,32.0,109.425,137.74,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(OCF)nc3N)ccc2F)N=C(N)OCC1(F)F,7.522878745280337,429.1172502200001,1.3463999999999998,3.0,9.0,5.0,30.0,30.0,95.069,150.63,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(C#CCO)cc3N)ccc2F)N=C(N)OCC1(F)F,7.207608310501746,434.13142306400005,0.9893999999999998,4.0,8.0,3.0,31.0,31.0,104.63480000000001,148.73999999999998,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(F)cc3N)ccc2F)N=C(N)OCC1(F)F,7.055517327849832,398.11143656800004,1.7847000000000002,3.0,7.0,3.0,28.0,28.0,90.62899999999999,128.51,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(Cl)cc3N)ccc2F)N=C(N)OCC1(F)F,7.346787486224656,414.081886028,2.2990000000000004,3.0,7.0,3.0,28.0,28.0,95.68100000000001,128.51,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncccc3Cl)ccc2F)N=C(N)OCC1(F)F,7.055517327849832,399.07098699600004,2.7168,2.0,6.0,3.0,27.0,27.0,91.2686,102.49000000000001,0.0,3.0
COCC#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1,7.091514981121351,467.0972017440001,2.7147000000000006,2.0,7.0,4.0,32.0,32.0,110.02260000000001,111.72,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(C(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F,7.221848749616356,431.112913788,1.9781999999999997,3.0,8.0,4.0,30.0,30.0,93.42299999999999,141.4,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(OCCCl)nc3N)ccc2F)N=C(N)OCC1(F)F,5.537602002101044,459.10334974400007,1.6582000000000001,3.0,9.0,6.0,31.0,31.0,104.68100000000003,150.63,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(OCC(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,6.6020599913279625,479.0783581200001,3.3607000000000014,2.0,7.0,6.0,32.0,32.0,102.76760000000003,111.72,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(OCCF)nc3N)ccc2F)N=C(N)OCC1(F)F,6.318758762624412,443.1329002840001,1.3888999999999998,3.0,9.0,6.0,31.0,31.0,99.936,150.63,0.0,3.0
C[C@]1(c2nc(NC(=O)c3ncc(OCF)cc3Cl)ccc2F)N=C(N)OCC1(F)F,7.244125144327507,447.07212986800005,3.0226000000000006,2.0,7.0,5.0,30.0,30.0,97.87160000000002,111.72,0.0,3.0
CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1,6.346787486224656,443.097201744,3.115500000000001,2.0,7.0,5.0,30.0,30.0,102.4376,111.72,0.0,3.0
COCCc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,7.154901959985743,439.1579721600001,1.2295,3.0,9.0,6.0,31.0,31.0,104.04600000000002,150.63,0.0,3.0
C[C@]1(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,7.886056647693163,438.063042404,2.9134,2.0,7.0,4.0,29.0,29.0,90.5116,107.42,0.0,3.0
C[C@]1(c2nc(NC(=O)c3nccnc3N)ccc2F)N=C(N)OCC1(F)F,6.7447274948966935,381.116107348,1.0406,3.0,8.0,3.0,27.0,27.0,88.466,141.4,0.0,3.0
